x,y,z
0.82,0.059405999999999994,-7.069408881591471
0.83,0.059405999999999994,-5.160147108183992
0.84,0.059405999999999994,-1.6542053347765204
0.85,0.059405999999999994,-7.074777561368819
0.86,0.059405999999999994,-3.791248787961422
0.87,0.059405999999999994,-1.56069801455385
0.88,0.059405999999999994,-2.8694532411462887
0.89,0.059405999999999994,5.8796525322611615
0.9,0.059405999999999994,0.6448713056687438
0.91,0.059405999999999994,12.44353707907635
0.92,0.059405999999999994,11.90553285248393
0.93,0.059405999999999994,9.041845625891483
0.94,0.059405999999999994,19.706966399299063
0.95,0.059405999999999994,20.16945117270643
0.96,0.059405999999999994,23.427345946114087
0.97,0.059405999999999994,22.04437171952145
0.98,0.059405999999999994,23.189717492929162
0.0,0.06930700000000001,-31.23306942565671
0.01,0.06930700000000001,-41.61610410012793
0.02,0.06930700000000001,-25.865349774599167
0.03,0.06930700000000001,-27.42904844907048
0.04,0.06930700000000001,-25.178783123541734
0.05,0.06930700000000001,-18.71489379801301
0.06,0.06930700000000001,-21.31643447248416
0.07,0.06930700000000001,-16.00488914695552
0.08,0.06930700000000001,-12.544417821426805
0.09,0.06930700000000001,-3.638878495897984
0.1,0.06930700000000001,-1.3790911703692927
0.11,0.06930700000000001,3.2007651551595018
0.12,0.06930700000000001,1.912212480688254
0.13,0.06930700000000001,8.782839806217112
0.14,0.06930700000000001,10.951074131745713
0.15,0.06930700000000001,12.966233457274711
0.16,0.06930700000000001,8.813666782803352
0.17,0.06930700000000001,11.781218108332041
0.18,0.06930700000000001,12.56761743386096
0.19,0.06930700000000001,16.397961759389545
0.2,0.06930700000000001,12.953159084918411
0.21,0.06930700000000001,15.844294410447105
0.22,0.06930700000000001,10.815751735975937
0.23,0.06930700000000001,8.436135061504615
0.24,0.06930700000000001,9.809936387033417
0.25,0.06930700000000001,8.585104712562043
0.26,0.06930700000000001,12.285321038090956
0.27,0.06930700000000001,16.796085363619568
0.28,0.06930700000000001,12.08224068914842
0.29,0.06930700000000001,19.410631014677165
0.3,0.06930700000000001,14.605721340205832
0.31,0.06930700000000001,18.48220866573456
0.32,0.06930700000000001,14.347952991263355
0.33,0.06930700000000001,15.407545316792039
0.34,0.06930700000000001,23.877049642320912
0.35,0.06930700000000001,23.12218796784964
0.36,0.06930700000000001,26.756487293378314
0.37,0.06930700000000001,22.942300618907097
0.38,0.06930700000000001,20.579284944435813
0.39,0.06930700000000001,20.701865269964628
0.4,0.06930700000000001,25.583479595493372
0.41,0.06930700000000001,14.609135921022016
0.42,0.06930700000000001,19.852810246550916
0.43,0.06930700000000001,15.864062572079547
0.44,0.06930700000000001,6.367257897608397
0.45,0.06930700000000001,11.336762223137157
0.46,0.06930700000000001,4.539909548665946
0.47,0.06930700000000001,3.0472558741946614
0.48,0.06930700000000001,3.3041131997234743
0.49,0.06930700000000001,-3.4395174747477313
0.5,0.06930700000000001,-4.582562149219029
